千萬要記得,害怕
犯罪,其他（負）
緊急就醫,生氣
更難過,難過
改不掉,其他（負）
暗示,其他（正）
紓困,其他（負）
美景,其他（正）
從來不喜歡,其他（負）
喜歡我,高興
走掉了,其他（負）
正常的生活,其他（正）
原以為,驚訝
不要期望,其他（負）
沒人傷亡,高興
耍人,難過
對著我吠,害怕
花了這麼多,生氣
扯得上關係,其他（負）
佈滿灰塵,其他（負）
打人,難過
這麼正,其他（正）
擴展,其他（正）
尾隨,其他（負）
哭成,難過
嘎然,驚訝
鼓起勇氣,其他（正）
再嫁,高興
亂咬,生氣
深深睡去,其他（正）
歸根究底,生氣
盡速就醫,生氣
不覺得,其他（負）
被抓到,其他（負）
K他命,其他（負）
病毒,其他（負）
一直在身旁,高興
甜甜的嗓音,其他（正）
垂垂老者,害怕
負荷過重,難過
大改特改,其他（負）
打老婆,生氣
快點放假,難過
沒心思,其他（負）
認了出來,生氣
最先看到,其他（正）
最後一次的見面,難過
激進份子,其他（負）
現在也只是,其他（負）
沒用,其他（負）
軀體全不見,生氣
傳說的,其他（正）
越來越遠,難過
罪過大了,其他（負）
縱使,其他（負）
超越一般,其他（正）
專心做自己的事情,其他（正）
小鬼,其他（負）
飽受輿論批評,難過
遜,其他（負）
兵不血刃,其他（正）
又要開始上班,其他（負）
我們不適合,難過
已經到了,高興
長大,高興
袖手旁觀,其他（負）
絆了一跤,生氣
趕快,害怕
結婚證書,高興
及時,其他（正）
迴避,其他（負）
高額舉債,難過
狹小,其他（負）
拖垮,害怕
哀慟,害怕
坦言,難過
莫忘初衷,其他（負）
不清楚,害怕
死訊,害怕
謝禮,其他（正）
天價,其他（負）
毅立,其他（正）
沒心情,生氣
永遠地失去,難過
還不錯,其他（正）
離婚了,難過
騙得一愣一愣,生氣
丈夫與小三,生氣
茫然,其他（負）
丟給,難過
名符其實,其他（正）
突,驚訝
不能認同,其他（負）
嚇壞,害怕
十分不忍,害怕
婚禮,其他（正）
好餓,難過
很重的呼吸聲,其他（負）
人醜吃草,難過
你這種人,生氣
你在說什麼,生氣
不好的習慣,生氣
不太好過,害怕
囉,其他（正）
無法在,難過
甜蜜,高興
天兵,生氣
心生疑慮,害怕
掌握行蹤,其他（正）
OMG,驚訝
品嚐,其他（正）
不能見面,難過
未老先衰,害怕
還算好,其他（正）
智能障礙,害怕
沒機會,其他（負）
冗長乏味,其他（負）
燒掉,其他（負）
控制火勢,其他（正）
要多加留意,生氣
又髒,其他（負）
總算是,其他（正）
丟了一句,生氣
信任,其他（正）
表現優異,高興
想去,高興
最稱職,其他（正）
講不聽,生氣
你懂得,高興
膽汁,其他（負）
叫不醒,生氣
大奶,其他（正）
找的到,其他（正）
無惡意,其他（正）
個性軟弱,難過
孝順,高興
呆了,其他（負）
吞口水,害怕
苦,害怕
宛如至寶,其他（正）
恐會,生氣
神不知鬼不覺,害怕
謝謝啦,高興
砸了下去,其他（負）
症候群,其他（負）
我幹嘛,生氣
資源,其他（正）
色情,其他（負）
今生所愛,其他（正）
寧死也要,難過
簡單方便,其他（正）
經營,其他（正）
回家過年,其他（正）
感到不適,其他（負）
一度以為,驚訝
倒閉,其他（負）
紅暈,其他（正）
甘甜,其他（正）
直率,其他（正）
奇杷,其他（負）
都不願意,其他（負）
這麼準,其他（正）
怪咖,其他（負）
衝刺,其他（正）
譽為,其他（正）
差點,其他（負）
